customer_id,recency,frequency,monetary,Segment
CS3925,8,19,1276,P0
CS3926,1,20,1454,P0
CS3927,121,26,1854,P2
CS3928,134,24,1616,P2
CS3929,2,22,1559,P0
CS3930,195,17,1234,P2
CS3931,228,10,648,P2
CS3932,41,20,1466,P2
CS3933,135,24,1694,P2
CS3934,126,22,1532,P2
CS3935,41,23,1549,P2
CS3936,98,21,1470,P2
CS3937,157,16,1149,P2
CS3938,277,15,963,P2
CS3939,23,20,1344,P0
CS3940,10,16,1021,P0
CS3941,119,23,1575,P2
CS3942,6,21,1428,P0
CS3943,24,22,1522,P0
CS3944,51,18,1348,P2
CS3945,56,18,1316,P2
CS3946,41,24,1348,P2
CS3947,32,23,1708,P2
CS3948,10,28,2158,P0
CS3949,14,14,958,P2
CS3950,29,19,1249,P0
CS3951,83,17,1239,P2
CS3952,27,18,1190,P0
CS3953,122,23,1675,P2
CS3954,17,23,1738,P0
CS3955,12,17,1230,P0
CS3956,9,22,1665,P0
CS3957,32,19,1288,P2
CS3958,1,23,1534,P0
CS3959,4,19,1344,P0
CS3960,17,19,1416,P0
CS3961,55,20,1439,P2
CS3962,2,16,1224,P0
CS3963,18,23,1629,P0
CS3964,8,25,1871,P0
CS3965,116,14,952,P2
CS3966,18,21,1523,P0
CS3967,114,16,1215,P2
CS3968,37,23,1662,P2
CS3969,67,22,1448,P2
CS3970,7,20,1427,P0
CS3971,180,20,1309,P2
CS3972,20,27,1956,P0
CS3973,69,15,968,P2
CS3974,109,17,1240,P2
CS3975,40,32,2327,P2
CS3976,374,15,1099,P2
CS3977,98,15,1051,P2
CS3978,107,17,1066,P2
CS3979,108,26,1924,P2
CS3980,37,14,995,P1
CS3981,14,21,1595,P0
CS3982,10,16,1102,P0
CS3983,13,26,2022,P0
CS3984,14,19,1229,P0
CS3985,47,20,1317,P2
CS3986,101,18,1252,P2
CS3987,33,19,1367,P2
CS3988,89,20,1350,P2
CS3989,48,17,1046,P2
CS3990,103,23,1759,P2
CS3991,8,23,1593,P0
CS3992,4,14,920,P2
CS3993,4,20,1385,P0
CS3994,3,19,1274,P0
CS3995,30,15,1044,P0
CS3996,46,25,1745,P2
CS3997,10,19,1323,P0
CS3998,14,18,1353,P0
CS3999,67,23,1703,P2
CS4000,108,20,1369,P2
CS4001,39,30,2086,P2
CS4002,65,21,1408,P2
CS4003,46,21,1360,P2
CS4004,14,23,1683,P0
CS4005,21,20,1313,P0
CS4006,77,19,1206,P2
CS4007,39,21,1464,P2
CS4008,96,17,1246,P2
CS4009,38,12,761,P1
CS4010,4,11,714,P2
CS4011,30,24,1671,P0
CS4012,64,24,1510,P2
CS4013,19,19,1474,P0
CS4014,146,29,2133,P2
CS4015,78,18,1372,P2
CS4016,21,24,1673,P0
CS4017,23,17,1357,P0
CS4018,56,20,1463,P2
CS4019,18,19,1251,P0
CS4020,243,16,1154,P2
CS4021,104,12,918,P2
CS4022,49,24,1840,P2
CS4023,30,25,1811,P0
CS4024,87,19,1444,P2
CS4025,235,22,1612,P2
CS4026,12,20,1351,P0
CS4027,135,21,1467,P2
CS4028,188,19,1416,P2
CS4029,80,18,1284,P2
CS4030,63,26,1979,P2
CS4031,54,18,1436,P2
CS4032,57,20,1487,P2
CS4033,50,22,1638,P2
CS4034,32,23,1631,P2
CS4035,6,19,1308,P0
CS4036,90,13,822,P1
CS4037,23,23,1372,P0
CS4038,49,17,1269,P2
CS4039,0,23,1753,P0
CS4040,83,14,768,P1
CS4041,77,16,1056,P2
CS4042,70,12,841,P1
CS4043,64,18,1283,P2
CS4044,37,20,1370,P2
CS4045,60,15,945,P2
CS4046,93,11,788,P2
CS4047,38,17,1221,P2
CS4048,32,31,2358,P2
CS4049,99,22,1322,P2
CS4050,119,22,1553,P2
CS4051,15,17,1221,P0
CS4052,60,14,966,P1
CS4053,20,21,1435,P0
CS4054,26,27,1691,P0
CS4055,151,17,1063,P2
CS4056,99,19,1358,P2
CS4057,58,15,975,P2
CS4058,225,16,1117,P2
CS4059,118,19,1274,P2
CS4060,137,16,1200,P2
CS4061,93,15,1037,P2
CS4062,3,21,1438,P0
CS4063,32,19,1300,P2
CS4064,0,26,1778,P0
CS4065,31,28,1996,P2
CS4066,25,22,1554,P0
CS4067,30,16,1223,P0
CS4068,3,19,1414,P0
CS4069,183,17,1127,P2
CS4070,1,28,1941,P0
CS4071,59,22,1549,P2
CS4072,45,17,1214,P2
CS4073,22,18,1226,P0
CS4074,101,34,2462,P2
CS4075,93,21,1660,P2
CS4076,6,26,1873,P0
CS4077,1,26,1634,P0
CS4078,23,21,1419,P0
CS4079,88,14,934,P1
CS4080,67,23,1646,P2
CS4081,19,25,1715,P0
CS4082,3,22,1611,P0
CS4083,38,24,1761,P2
CS4084,33,13,913,P1
CS4085,12,17,1211,P0
CS4086,204,22,1345,P2
CS4087,21,17,1106,P0
CS4088,3,19,1347,P0
CS4089,94,17,1164,P2
CS4090,58,21,1359,P2
CS4091,12,21,1435,P0
CS4092,174,18,1219,P2
CS4093,142,15,1039,P2
CS4094,228,18,1327,P2
CS4095,40,23,1604,P2
CS4096,24,20,1481,P0
CS4097,22,19,1409,P0
CS4098,2,27,2106,P0
CS4099,166,19,1348,P2
CS4100,35,17,1161,P2
CS4101,24,20,1349,P0
CS4102,17,21,1418,P0
CS4103,39,28,1997,P2
CS4104,68,21,1439,P2
CS4105,49,13,942,P1
CS4106,167,20,1355,P2
CS4107,133,22,1500,P2
CS4108,32,20,1464,P2
CS4109,6,20,1284,P0
CS4110,76,24,1801,P2
CS4111,45,26,1906,P2
CS4112,406,11,814,P2
CS4113,75,18,1241,P2
CS4114,37,12,805,P1
CS4115,90,24,1763,P2
CS4116,237,25,1657,P2
CS4117,28,12,709,P2
CS4118,82,25,1803,P2
CS4119,118,18,1123,P2
CS4120,225,27,1718,P2
CS4121,285,17,1274,P2
CS4122,71,16,1143,P2
CS4123,5,27,1701,P0
CS4124,56,20,1435,P2
CS4125,243,15,967,P2
CS4126,37,13,875,P1
CS4127,26,20,1561,P0
CS4128,7,22,1741,P0
CS4129,113,20,1319,P2
CS4130,22,23,1725,P0
CS4131,97,21,1478,P2
CS4132,38,19,1274,P2
CS4133,8,24,1693,P0
CS4134,66,18,1220,P2
CS4135,28,14,941,P2
CS4136,215,24,1621,P2
CS4137,39,17,1202,P2
CS4138,25,15,1045,P0
CS4139,157,31,2099,P2
CS4140,0,22,1489,P0
CS4141,37,23,1735,P2
CS4142,22,19,1364,P0
CS4143,221,14,928,P2
CS4144,10,27,1962,P0
CS4145,99,24,1593,P2
CS4146,45,24,1592,P2
CS4147,24,25,1739,P0
CS4148,37,17,1242,P2
CS4149,67,20,1358,P2
CS4150,235,20,1376,P2
CS4151,63,12,959,P1
CS4152,10,21,1531,P0
CS4153,3,15,1127,P0
CS4154,50,24,1619,P2
CS4155,1,17,1169,P0
CS4156,37,12,997,P1
CS4157,206,22,1418,P2
CS4158,91,21,1586,P2
CS4159,211,15,1081,P2
CS4160,23,22,1512,P0
CS4161,15,19,1364,P0
CS4162,35,16,1068,P2
CS4163,127,26,1921,P2
CS4164,189,15,1136,P2
CS4165,11,22,1559,P0
CS4166,144,16,1049,P2
CS4167,35,26,1681,P2
CS4168,110,14,918,P2
CS4169,86,20,1489,P2
CS4170,70,15,1012,P2
CS4171,22,19,1169,P0
CS4172,39,18,1195,P2
CS4173,244,16,1155,P2
CS4174,117,13,946,P2
CS4175,8,19,1235,P0
CS4176,109,16,970,P2
CS4177,25,21,1529,P0
CS4178,62,28,1781,P2
CS4179,76,23,1724,P2
CS4180,162,22,1444,P2
CS4181,72,15,1043,P2
CS4182,178,23,1489,P2
CS4183,61,21,1481,P2
CS4184,41,26,1836,P2
CS4185,100,13,876,P2
CS4186,8,21,1513,P0
CS4187,1,22,1512,P0
CS4188,1,18,1415,P0
CS4189,21,24,1616,P0
CS4190,157,18,1047,P2
CS4191,29,16,1203,P0
CS4192,85,21,1330,P2
CS4193,37,24,1654,P2
CS4194,62,25,1893,P2
CS4195,12,24,1583,P0
CS4196,3,23,1457,P0
CS4197,67,27,1917,P2
CS4198,51,18,1338,P2
CS4199,12,19,1205,P0
CS4200,40,19,1092,P2
CS4201,15,17,1299,P0
CS4202,32,17,1170,P2
CS4203,2,19,1261,P0
CS4204,103,16,1081,P2
CS4205,12,14,938,P2
CS4206,2,23,1500,P0
CS4207,48,26,1740,P2
CS4208,78,17,1115,P2
CS4209,37,22,1453,P2
CS4210,188,14,1079,P2
CS4211,57,21,1640,P2
CS4212,2,20,1437,P0
CS4213,73,23,1458,P2
CS4214,68,23,1631,P2
CS4215,20,21,1382,P0
CS4216,197,20,1238,P2
CS4217,54,17,1180,P2
CS4218,25,27,1994,P0
CS4219,133,23,1470,P2
CS4220,57,21,1511,P2
CS4221,90,19,1273,P2
CS4222,20,28,2057,P0
CS4223,14,23,1783,P0
CS4224,23,19,1319,P0
CS4225,11,23,1657,P0
CS4226,74,21,1676,P2
CS4227,23,24,1751,P0
CS4228,31,21,1315,P2
CS4229,27,17,1206,P0
CS4230,0,21,1402,P0
CS4231,12,14,1082,P2
CS4232,56,32,2302,P2
CS4233,17,20,1450,P0
CS4234,15,18,1140,P0
CS4235,77,17,1053,P2
CS4236,98,21,1531,P2
CS4237,59,21,1341,P2
CS4238,55,17,1270,P2
CS4239,6,17,1147,P0
CS4240,47,20,1434,P2
CS4241,6,18,1118,P0
CS4242,10,11,686,P2
CS4243,69,24,1586,P2
CS4244,1,17,1131,P0
CS4245,133,24,1693,P2
CS4246,27,19,1319,P0
CS4247,80,17,1357,P2
CS4248,159,20,1618,P2
CS4249,13,24,1635,P0
CS4250,41,12,931,P1
CS4251,10,22,1509,P0
CS4252,45,27,1931,P2
CS4253,140,10,655,P2
CS4254,110,20,1452,P2
CS4255,35,28,1984,P2
CS4256,67,16,1117,P2
CS4257,8,21,1571,P0
CS4258,7,19,1282,P0
CS4259,5,22,1424,P0
CS4260,63,16,1074,P2
CS4261,184,12,777,P2
CS4262,33,19,1374,P2
CS4263,0,17,1248,P0
CS4264,166,18,1317,P2
CS4265,79,20,1174,P2
CS4266,76,23,1443,P2
CS4267,73,24,1715,P2
CS4268,1,30,2062,P0
CS4269,33,20,1356,P2
CS4270,3,21,1509,P0
CS4271,25,20,1410,P0
CS4272,81,19,1304,P2
CS4273,203,20,1463,P2
CS4274,63,15,916,P2
CS4275,49,20,1395,P2
CS4276,85,21,1543,P2
CS4277,117,22,1488,P2
CS4278,5,23,1478,P0
CS4279,52,27,2063,P2
CS4280,104,17,1194,P2
CS4281,267,12,781,P2
CS4282,13,19,1351,P0
CS4283,104,20,1339,P2
CS4284,28,27,1790,P0
CS4285,28,21,1357,P0
CS4286,21,15,1061,P0
CS4287,84,26,1898,P2
CS4288,61,16,983,P2
CS4289,67,16,1075,P2
CS4290,38,15,1042,P2
CS4291,178,12,791,P2
CS4292,107,16,1261,P2
CS4293,28,15,1035,P0
CS4294,67,20,1264,P2
CS4295,165,22,1592,P2
CS4296,11,22,1554,P0
CS4297,47,20,1378,P2
CS4298,147,18,1312,P2
CS4299,50,19,1179,P2
CS4300,202,17,1133,P2
CS4301,88,20,1459,P2
CS4302,42,17,1155,P2
CS4303,82,31,2181,P2
CS4304,320,19,1333,P2
CS4305,47,14,973,P1
CS4306,9,18,1136,P0
CS4307,9,19,1220,P0
CS4308,107,19,1397,P2
CS4309,105,18,1152,P2
CS4310,139,20,1434,P2
CS4311,119,22,1531,P2
CS4312,105,25,1751,P2
CS4313,122,18,1285,P2
CS4314,75,12,978,P1
CS4315,45,18,1341,P2
CS4316,45,22,1665,P2
CS4317,49,19,1284,P2
CS4318,67,18,1205,P2
CS4319,69,19,1409,P2
CS4320,80,38,2647,P2
CS4321,217,16,1007,P2
CS4322,15,22,1544,P0
CS4323,115,20,1377,P2
CS4324,41,20,1376,P2
CS4325,42,16,1274,P2
CS4326,60,21,1445,P2
CS4327,90,15,1140,P2
CS4328,84,21,1474,P2
CS4329,59,30,2301,P2
CS4330,146,30,1990,P2
CS4331,293,18,1229,P2
CS4332,17,20,1368,P0
CS4333,49,28,1761,P2
CS4334,42,19,1307,P2
CS4335,83,10,660,P1
CS4336,0,24,1671,P0
CS4337,60,20,1264,P2
CS4338,37,22,1468,P2
CS4339,1,29,2017,P0
CS4340,130,20,1541,P2
CS4341,27,26,1755,P0
CS4342,211,16,1132,P2
CS4343,84,17,1118,P2
CS4344,104,16,967,P2
CS4345,25,24,1647,P0
CS4346,98,10,719,P2
CS4347,3,20,1497,P0
CS4348,48,20,1487,P2
CS4349,102,23,1801,P2
CS4350,98,19,1276,P2
CS4351,161,19,1081,P2
CS4352,7,21,1490,P0
CS4353,37,23,1811,P2
CS4354,4,23,1641,P0
CS4355,98,17,1287,P2
CS4356,41,31,2127,P2
CS4357,67,21,1543,P2
CS4358,160,20,1424,P2
CS4359,142,21,1531,P2
CS4360,218,11,885,P2
CS4361,194,21,1363,P2
CS4362,22,25,1738,P0
CS4363,12,24,1775,P0
CS4364,48,12,726,P1
CS4365,78,22,1705,P2
CS4366,188,16,1092,P2
CS4367,13,14,1000,P2
CS4368,19,13,804,P2
CS4369,100,19,1348,P2
CS4370,1,15,1023,P0
CS4371,1,16,1074,P0
CS4372,63,16,1010,P2
CS4373,17,20,1475,P0
CS4374,1,25,1596,P0
CS4375,10,20,1278,P0
CS4376,151,20,1353,P2
CS4377,100,14,818,P2
CS4378,13,18,1345,P0
CS4379,8,16,1076,P0
CS4380,66,22,1470,P2
CS4381,70,26,1868,P2
CS4382,14,21,1502,P0
CS4383,12,18,1412,P0
CS4384,53,21,1510,P2
CS4385,111,21,1662,P2
CS4386,37,19,1241,P2
CS4387,49,16,1051,P2
CS4388,7,19,1442,P0
CS4389,91,27,1894,P2
CS4390,12,20,1264,P0
CS4391,46,21,1506,P2
CS4392,7,26,1786,P0
CS4393,34,21,1446,P2
CS4394,125,22,1522,P2
CS4395,35,18,1231,P2
CS4396,51,16,1191,P2
CS4397,4,26,1741,P0
CS4398,11,14,1134,P2
CS4399,131,23,1444,P2
CS4400,78,21,1466,P2
CS4401,9,13,889,P2
CS4402,17,17,1101,P0
CS4403,0,18,1285,P0
CS4404,1,18,1061,P0
CS4405,372,16,1252,P2
CS4406,26,16,1109,P0
CS4407,32,22,1429,P2
CS4408,44,14,865,P1
CS4409,76,17,1388,P2
CS4410,123,28,2047,P2
CS4411,5,25,1803,P0
CS4412,0,20,1405,P0
CS4413,11,22,1491,P0
CS4414,16,10,753,P2
CS4415,332,18,1276,P2
CS4416,38,22,1464,P2
CS4417,33,26,1916,P2
CS4418,21,21,1565,P0
CS4419,450,16,1177,P2
CS4420,49,15,1230,P2
CS4421,59,23,1801,P2
CS4422,30,21,1491,P0
CS4423,45,12,761,P1
CS4424,56,39,2933,P2
CS4425,115,14,834,P2
CS4426,157,21,1389,P2
CS4427,99,19,1261,P2
CS4428,119,18,1221,P2
CS4429,28,20,1356,P0
CS4430,45,16,1090,P2
CS4431,88,23,1585,P2
CS4432,61,15,1048,P2
CS4433,70,22,1520,P2
CS4434,146,14,1042,P2
CS4435,9,16,1056,P0
CS4436,104,12,791,P2
CS4437,53,16,973,P2
CS4438,5,24,1718,P0
CS4439,181,12,684,P2
CS4440,117,18,1266,P2
CS4441,15,21,1336,P0
CS4442,64,23,1679,P2
CS4443,48,15,1056,P2
CS4444,43,18,1051,P2
CS4445,37,21,1387,P2
CS4446,48,25,1973,P2
CS4447,124,19,1443,P2
CS4448,1,23,1525,P0
CS4449,149,19,1270,P2
CS4450,49,15,1078,P2
CS4451,86,18,1210,P2
CS4452,96,19,1296,P2
CS4453,31,19,1386,P2
CS4454,129,17,1125,P2
CS4455,202,15,1101,P2
CS4456,90,22,1701,P2
CS4457,89,16,1204,P2
CS4458,75,27,2025,P2
CS4459,15,14,960,P2
CS4460,49,19,1349,P2
CS4461,29,20,1346,P0
CS4462,216,21,1559,P2
CS4463,64,17,1271,P2
CS4464,114,13,1019,P2
CS4465,2,19,1150,P0
CS4466,85,20,1507,P2
CS4467,14,22,1480,P0
CS4468,25,18,1282,P0
CS4469,112,15,1039,P2
CS4470,78,24,1688,P2
CS4471,86,20,1429,P2
CS4472,2,16,1179,P0
CS4473,86,23,1533,P2
CS4474,150,25,1598,P2
CS4475,40,23,1775,P2
CS4476,7,19,1223,P0
CS4477,0,17,1253,P0
CS4478,0,19,1307,P0
CS4479,33,20,1525,P2
CS4480,11,17,1294,P0
CS4481,0,14,920,P2
CS4482,34,16,1148,P2
CS4483,47,27,2057,P2
CS4484,87,21,1575,P2
CS4485,65,15,1043,P2
CS4486,102,18,1341,P2
CS4487,1,18,1339,P0
CS4488,7,21,1452,P0
CS4489,180,18,1292,P2
CS4490,12,23,1503,P0
CS4491,9,12,942,P2
CS4492,163,14,1141,P2
CS4493,96,18,1334,P2
CS4494,71,14,992,P1
CS4495,7,29,1944,P0
CS4496,23,22,1506,P0
CS4497,11,21,1670,P0
CS4498,27,18,1223,P0
CS4499,4,9,606,P2
CS4500,155,20,1429,P2
CS4501,117,18,1241,P2
CS4502,114,14,980,P2
CS4503,60,23,1605,P2
CS4504,81,24,1766,P2
CS4505,243,11,739,P2
CS4506,6,21,1421,P0
CS4507,103,18,1218,P2
CS4508,86,17,1173,P2
CS4509,97,18,1198,P2
CS4510,115,26,1617,P2
CS4511,190,21,1535,P2
CS4512,33,23,1575,P2
CS4513,11,17,1308,P0
CS4514,9,17,1045,P0
CS4515,0,21,1548,P0
CS4516,9,23,1767,P0
CS4517,86,28,2000,P2
CS4518,42,17,1268,P2
CS4519,52,11,809,P1
CS4520,22,21,1412,P0
CS4521,96,22,1637,P2
CS4522,10,24,1699,P0
CS4523,222,15,893,P2
CS4524,5,23,1523,P0
CS4525,138,23,1575,P2
CS4526,109,22,1346,P2
CS4527,115,18,1329,P2
CS4528,35,14,1100,P2
CS4529,304,11,756,P2
CS4530,103,19,1477,P2
CS4531,4,22,1532,P0
CS4532,54,15,1209,P2
CS4533,11,25,1457,P0
CS4534,14,16,1063,P0
CS4535,71,16,1095,P2
CS4536,50,20,1365,P2
CS4537,79,17,1175,P2
CS4538,26,22,1591,P0
CS4539,81,19,1341,P2
CS4540,0,32,2361,P0
CS4541,24,25,1582,P0
CS4542,10,12,824,P2
CS4543,31,24,1583,P2
CS4544,22,16,1178,P0
CS4545,128,11,669,P2
CS4546,42,12,694,P1
CS4547,224,20,1308,P2
CS4548,12,15,995,P2
CS4549,59,18,1293,P2
CS4550,140,24,1832,P2
CS4551,15,14,1007,P2
CS4552,91,19,1376,P2
CS4553,6,28,2081,P0
CS4554,13,20,1312,P0
CS4555,14,33,2331,P0
CS4556,34,16,924,P2
CS4557,132,15,1071,P2
CS4558,52,25,1786,P2
CS4559,18,13,777,P2
CS4560,62,28,1972,P2
CS4561,46,27,1892,P2
CS4562,67,14,965,P1
CS4563,53,25,1674,P2
CS4564,307,22,1466,P2
CS4565,65,23,1608,P2
CS4566,142,15,1020,P2
CS4567,93,9,574,P2
CS4568,50,18,1138,P2
CS4569,94,19,1205,P2
CS4570,112,25,1736,P2
CS4571,67,21,1416,P2
CS4572,93,26,1567,P2
CS4573,107,19,1367,P2
CS4574,372,14,1053,P2
CS4575,64,22,1451,P2
CS4576,20,15,1085,P0
CS4577,42,16,1335,P2
CS4578,59,18,1191,P2
CS4579,62,23,1744,P2
CS4580,232,16,1251,P2
CS4581,57,14,1153,P2
CS4582,11,21,1516,P0
CS4583,86,28,1988,P2
CS4584,137,18,1151,P2
CS4585,0,15,1115,P0
CS4586,0,20,1505,P0
CS4587,77,22,1657,P2
CS4588,74,22,1508,P2
CS4589,16,18,1146,P0
CS4590,44,24,1625,P2
CS4591,0,15,1084,P0
CS4592,110,17,1157,P2
CS4593,27,24,1760,P0
CS4594,92,23,1685,P2
CS4595,106,19,1376,P2
CS4596,30,19,1383,P0
CS4597,2,24,1520,P0
CS4598,101,20,1118,P2
CS4599,34,24,1638,P2
CS4600,103,19,1181,P2
CS4601,2,13,919,P2
CS4602,25,24,1728,P0
CS4603,64,30,2111,P2
CS4604,9,29,2008,P0
CS4605,62,17,1176,P2
CS4606,206,20,1463,P2
CS4607,14,18,1186,P0
CS4608,0,32,2449,P0
CS4609,64,28,2043,P2
CS4610,144,20,1333,P2
CS4611,81,23,1558,P2
CS4612,122,18,1302,P2
CS4613,24,21,1629,P0
CS4614,4,17,1309,P0
CS4615,129,24,1597,P2
CS4616,21,19,1306,P0
CS4617,16,28,1956,P0
CS4618,29,20,1315,P0
CS4619,25,15,1047,P0
CS4620,261,15,1135,P2
CS4621,22,17,1251,P0
CS4622,116,19,1315,P2
CS4623,32,23,1717,P2
CS4624,241,24,1737,P2
CS4625,163,28,1925,P2
CS4626,200,20,1383,P2
CS4627,34,23,1560,P2
CS4628,3,18,1238,P0
CS4629,80,19,1225,P2
CS4630,233,10,704,P2
CS4631,17,30,2157,P0
CS4632,41,17,1315,P2
CS4633,34,21,1457,P2
CS4634,68,11,693,P1
CS4635,1,20,1449,P0
CS4636,93,16,1101,P2
CS4637,4,19,1467,P0
CS4638,31,24,1609,P2
CS4639,56,25,1495,P2
CS4640,18,29,2138,P0
CS4641,301,19,1263,P2
CS4642,12,22,1546,P0
CS4643,52,19,1377,P2
CS4644,126,14,942,P2
CS4645,92,19,1293,P2
CS4646,127,26,1772,P2
CS4647,36,27,1955,P2
CS4648,40,16,1157,P2
CS4649,7,19,1286,P0
CS4650,71,22,1599,P2
CS4651,46,18,1258,P2
CS4652,98,22,1561,P2
CS4653,70,17,1103,P2
CS4654,171,27,1832,P2
CS4655,173,17,1245,P2
CS4656,31,18,1285,P2
CS4657,0,17,1257,P0
CS4658,7,23,1626,P0
CS4659,45,21,1422,P2
CS4660,10,33,2527,P0
CS4661,0,26,1769,P0
CS4662,87,24,1788,P2
CS4663,145,14,939,P2
CS4664,37,17,1268,P2
CS4665,117,18,1335,P2
CS4666,162,22,1375,P2
CS4667,19,13,894,P2
CS4668,80,23,1698,P2
CS4669,102,21,1432,P2
CS4670,50,30,2214,P2
CS4671,51,21,1368,P2
CS4672,55,16,1153,P2
CS4673,31,20,1393,P2
CS4674,87,18,1468,P2
CS4675,355,21,1521,P2
CS4676,12,21,1526,P0
CS4677,42,19,1276,P2
CS4678,149,24,1581,P2
CS4679,16,21,1607,P0
CS4680,93,12,740,P2
CS4681,9,22,1532,P0
CS4682,12,21,1329,P0
CS4683,133,15,1085,P2
CS4684,130,17,1073,P2
CS4685,225,24,1686,P2
CS4686,63,23,1740,P2
CS4687,79,24,1724,P2
CS4688,91,20,1417,P2
CS4689,156,13,852,P2
CS4690,109,15,905,P2
CS4691,4,22,1526,P0
CS4692,12,18,1228,P0
CS4693,29,17,1139,P0
CS4694,112,13,953,P2
CS4695,166,17,1237,P2
CS4696,20,15,908,P2
CS4697,23,25,1648,P0
CS4698,167,17,1124,P2
CS4699,27,19,1306,P0
CS4700,2,18,1175,P0
CS4701,45,23,1632,P2
CS4702,89,25,1715,P2
CS4703,296,20,1385,P2
CS4704,22,20,1380,P0
CS4705,93,13,985,P2
CS4706,169,10,827,P2
CS4707,113,22,1542,P2
CS4708,16,21,1427,P0
CS4709,138,17,1172,P2
CS4710,92,21,1502,P2
CS4711,7,23,1538,P0
CS4712,55,14,1043,P2
CS4713,28,24,1762,P0
CS4714,169,16,1077,P2
CS4715,21,19,1296,P0
CS4716,45,13,970,P1
CS4717,52,22,1613,P2
CS4718,135,19,1354,P2
CS4719,180,16,1273,P2
CS4720,228,20,1187,P2
CS4721,15,24,1606,P0
CS4722,21,18,1250,P0
CS4723,5,24,1707,P0
CS4724,90,17,1044,P2
CS4725,76,20,1348,P2
CS4726,49,14,932,P1
CS4727,11,22,1500,P0
CS4728,94,14,1092,P2
CS4729,13,16,1077,P0
CS4730,31,21,1628,P2
CS4731,5,17,1067,P0
CS4732,278,16,1197,P2
CS4733,144,23,1682,P2
CS4734,10,19,1223,P0
CS4735,28,18,1311,P0
CS4736,17,14,986,P2
CS4737,6,24,1668,P0
CS4738,64,18,1258,P2
CS4739,62,25,1818,P2
CS4740,47,18,1141,P2
CS4741,17,22,1629,P0
CS4742,149,15,975,P2
CS4743,20,16,1099,P0
CS4744,91,19,1349,P2
CS4745,35,22,1380,P2
CS4746,4,31,2337,P0
CS4747,8,11,718,P2
CS4748,63,20,1525,P2
CS4749,22,27,1959,P0
CS4750,198,18,1266,P2
CS4751,3,15,1232,P0
CS4752,13,19,1162,P0
CS4753,127,19,1209,P2
CS4754,170,20,1423,P2
CS4755,12,20,1598,P0
CS4756,17,17,1196,P0
CS4757,8,17,1188,P0
CS4758,47,22,1388,P2
CS4759,58,16,1138,P2
CS4760,44,22,1707,P2
CS4761,117,20,1365,P2
CS4762,66,20,1313,P2
CS4763,18,21,1382,P0
CS4764,1,18,1396,P0
CS4765,127,20,1299,P2
CS4766,1,22,1605,P0
CS4767,172,14,1046,P2
CS4768,1,26,1721,P0
CS4769,95,19,1271,P2
CS4770,149,18,1134,P2
CS4771,12,14,874,P2
CS4772,22,19,1146,P0
CS4773,175,27,2074,P2
CS4774,233,18,1208,P2
CS4775,29,20,1294,P0
CS4776,7,22,1613,P0
CS4777,55,25,1767,P2
CS4778,108,18,1269,P2
CS4779,8,23,1595,P0
CS4780,74,17,1107,P2
CS4781,17,15,1046,P0
CS4782,2,17,1276,P0
CS4783,2,19,1308,P0
CS4784,178,23,1578,P2
CS4785,25,16,1219,P0
CS4786,135,17,1248,P2
CS4787,25,20,1351,P0
CS4788,54,19,1470,P2
CS4789,79,22,1551,P2
CS4790,54,19,1453,P2
CS4791,32,16,1177,P2
CS4792,25,20,1368,P0
CS4793,36,27,1862,P2
CS4794,29,23,1685,P0
CS4795,20,25,1831,P0
CS4796,153,18,1347,P2
CS4797,25,21,1577,P0
CS4798,23,27,2151,P0
CS4799,197,18,1240,P2
CS4800,68,23,1520,P2
CS4801,49,18,1254,P2
CS4802,7,20,1451,P0
CS4803,50,18,1305,P2
CS4804,42,25,1643,P2
CS4805,121,17,1354,P2
CS4806,93,18,1108,P2
CS4807,53,20,1249,P2
CS4808,66,24,1570,P2
CS4809,260,19,1294,P2
CS4810,68,21,1448,P2
CS4811,232,20,1399,P2
CS4812,36,15,1063,P2
CS4813,72,20,1437,P2
CS4814,169,19,1435,P2
CS4815,29,25,1804,P0
CS4816,72,18,1311,P2
CS4817,10,21,1389,P0
CS4818,10,13,942,P2
CS4819,107,20,1457,P2
CS4820,6,20,1408,P0
CS4821,16,16,1161,P0
CS4822,36,17,1118,P2
CS4823,226,22,1555,P2
CS4824,153,19,1353,P2
CS4825,16,19,1407,P0
CS4826,85,21,1497,P2
CS4827,21,19,1242,P0
CS4828,228,18,1339,P2
CS4829,64,27,1870,P2
CS4830,18,18,1253,P0
CS4831,20,15,1010,P0
CS4832,76,23,1482,P2
CS4833,176,19,1262,P2
CS4834,376,14,1091,P2
CS4835,32,15,955,P2
CS4836,55,23,1761,P2
CS4837,14,20,1437,P0
CS4838,8,17,1143,P0
CS4839,40,24,1775,P2
CS4840,17,14,999,P2
CS4841,1,26,1960,P0
CS4842,47,20,1319,P2
CS4843,108,15,896,P2
CS4844,149,26,1669,P2
CS4845,2,23,1532,P0
CS4846,40,27,1855,P2
CS4847,11,21,1340,P0
CS4848,1,18,1287,P0
CS4849,7,25,1850,P0
CS4850,18,17,1237,P0
CS4851,65,18,1162,P2
CS4852,64,23,1559,P2
CS4853,80,19,1294,P2
CS4854,3,18,1167,P0
CS4855,4,24,1660,P0
CS4856,29,16,1172,P0
CS4857,3,19,1381,P0
CS4858,59,28,2247,P2
CS4859,34,18,1332,P2
CS4860,263,23,1629,P2
CS4861,80,15,1132,P2
CS4862,150,26,1853,P2
